invoiceno,stockcode,description,quantity,invoicedate,unitprice,customerid,country,totalcost
540154,90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,1,2011-01-05 11:30:00,4.24,Unknown,United Kingdom,4.24
578149,22619,SET OF 6 SOLDIER SKITTLES,2,2011-11-23 11:11:00,7.46,Unknown,United Kingdom,14.92
575117,21616,4 PEAR BOTANICAL DINNER CANDLES,1,2011-11-08 14:22:00,1.25,12748.0,United Kingdom,1.25
541809,20724,RED RETROSPOT CHARLOTTE BAG,34,2011-01-21 14:59:00,2.46,Unknown,United Kingdom,83.64
568792,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-09-29 09:53:00,2.95,18192.0,United Kingdom,17.700000000000003
542109,48187,DOORMAT NEW ENGLAND,2,2011-01-25 13:44:00,12.46,Unknown,United Kingdom,24.92
543124,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-02-03 14:15:00,8.5,15311.0,United Kingdom,17.0
548259,21382,SET/4 SPRING FLOWER DECORATION,4,2011-03-30 11:12:00,2.95,14099.0,United Kingdom,11.8
548450,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-03-31 11:20:00,0.42,15856.0,United Kingdom,5.04
552245,21793,CLASSIC FRENCH STYLE BASKET BROWN,1,2011-05-06 19:42:00,3.95,12748.0,United Kingdom,3.95
558475,22203,MILK PAN RED RETROSPOT,7,2011-06-29 15:58:00,3.29,Unknown,United Kingdom,23.03
565320,23204,CHARLOTTE BAG APPLES DESIGN,32,2011-09-02 13:10:00,0.85,16745.0,United Kingdom,27.2
560580,23298,SPOTTY BUNTING,30,2011-07-19 15:23:00,4.15,14088.0,United Kingdom,124.50000000000001
564483,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-08-25 13:46:00,1.65,14050.0,United Kingdom,13.2
C556677,23169,CLASSIC GLASS COOKIE JAR,2,2011-06-13 17:19:00,4.15,15643.0,United Kingdom,8.3
565470,22077,6 RIBBONS RUSTIC CHARM,12,2011-09-05 10:06:00,1.65,12576.0,Poland,19.799999999999997
539749,22734,No description,30,2010-12-21 15:33:00,0.0,Unknown,United Kingdom,0.0
569638,22469,HEART OF WICKER SMALL,12,2011-10-05 12:15:00,1.65,16140.0,United Kingdom,19.799999999999997
553199,21577,SAVE THE PLANET COTTON TOTE BAG,2,2011-05-15 15:13:00,2.25,17758.0,United Kingdom,4.5
574313,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-11-03 17:45:00,4.25,13267.0,United Kingdom,17.0
550470,21123,SET/10 IVORY POLKADOT PARTY CANDLES,1,2011-04-18 13:49:00,2.46,Unknown,United Kingdom,2.46
558570,23127,FELTCRAFT GIRL NICOLE KIT,2,2011-06-30 14:38:00,4.95,17673.0,United Kingdom,9.9
579427,22467,GUMBALL COAT RACK,4,2011-11-29 13:04:00,2.55,16479.0,United Kingdom,10.2
536819,22988,SOLDIERS EGG CUP ,12,2010-12-02 17:12:00,1.25,13402.0,United Kingdom,15.0
537789,21523,DOORMAT FANCY FONT HOME SWEET HOME,20,2010-12-08 12:49:00,6.75,14051.0,United Kingdom,135.0
C547675,22263,FELT EGG COSY LADYBIRD ,49,2011-03-24 14:07:00,0.66,17754.0,United Kingdom,32.34
566923,22470,HEART OF WICKER LARGE,2,2011-09-15 15:05:00,2.95,15511.0,United Kingdom,5.9
539463,22300,COFFEE MUG DOG + BALL DESIGN,12,2010-12-19 11:19:00,2.55,18077.0,United Kingdom,30.599999999999998
542541,22310,IVORY KNITTED MUG COSY ,4,2011-01-28 14:25:00,3.29,Unknown,United Kingdom,13.16
545182,17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,72,2011-02-28 14:48:00,0.29,14046.0,United Kingdom,20.88
571227,22317,FIVE CATS HANGING DECORATION,6,2011-10-14 13:54:00,2.95,12477.0,Germany,17.700000000000003
568782,23355,HOT WATER BOTTLE KEEP CALM,4,2011-09-29 08:53:00,4.95,13985.0,United Kingdom,19.8
551547,21212,PACK OF 72 RETROSPOT CAKE CASES,17,2011-05-03 09:44:00,2.08,Unknown,United Kingdom,35.36
565901,85099B,JUMBO BAG RED RETROSPOT,100,2011-09-07 15:34:00,1.79,13798.0,United Kingdom,179.0
581058,20839,FRENCH PAISLEY CUSHION COVER ,12,2011-12-07 11:06:00,0.85,15969.0,United Kingdom,10.2
581034,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-12-07 10:48:00,2.08,17049.0,United Kingdom,20.8
553053,21624,VINTAGE UNION JACK DOORSTOP,6,2011-05-13 10:20:00,5.95,12857.0,United Kingdom,35.7
562922,20728,LUNCH BAG CARS BLUE,20,2011-08-10 14:26:00,1.65,12594.0,Italy,33.0
580729,23469,CARD HOLDER LOVE BIRD SMALL,1,2011-12-05 17:24:00,8.29,Unknown,United Kingdom,8.29
542412,85206A,CREAM FELT EASTER EGG BASKET,1,2011-01-27 16:49:00,1.65,16725.0,United Kingdom,1.65
557938,20719,WOODLAND CHARLOTTE BAG,3,2011-06-23 15:35:00,1.63,Unknown,United Kingdom,4.89
576614,22945,CHRISTMAS METAL TAGS ASSORTED ,6,2011-11-15 16:38:00,0.85,12933.0,United Kingdom,5.1
567671,22386,JUMBO BAG PINK POLKADOT,1,2011-09-21 15:34:00,4.13,Unknown,United Kingdom,4.13
571559,23202,JUMBO BAG VINTAGE LEAF,10,2011-10-18 09:32:00,2.08,14911.0,EIRE,20.8
573151,23351,ROLL WRAP 50'S CHRISTMAS,12,2011-10-27 20:09:00,1.25,17602.0,United Kingdom,15.0
576688,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-11-16 12:16:00,4.95,16717.0,United Kingdom,14.850000000000001
568719,22074,6 RIBBONS SHIMMERING PINKS ,1,2011-09-28 16:19:00,1.25,Unknown,United Kingdom,1.25
569319,23439,HAND WARMER RED LOVE HEART,12,2011-10-03 12:17:00,2.1,14290.0,United Kingdom,25.200000000000003
561650,22959,WRAP CHRISTMAS VILLAGE,25,2011-07-28 15:31:00,0.42,15329.0,United Kingdom,10.5
548703,22383,LUNCH BAG SUKI DESIGN ,2,2011-04-03 11:37:00,1.65,16010.0,United Kingdom,3.3
559836,85199L,LARGE HANGING IVORY & RED WOOD BIRD,12,2011-07-13 10:09:00,0.65,13911.0,United Kingdom,7.800000000000001
575059,20713,JUMBO BAG OWLS,1,2011-11-08 12:25:00,2.08,14071.0,United Kingdom,2.08
559055,20856,DENIM PATCH PURSE PINK BUTTERFLY,4,2011-07-05 17:09:00,1.63,Unknown,United Kingdom,6.52
549813,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,1,2011-04-12 12:16:00,4.95,17972.0,United Kingdom,4.95
554083,21519,GIN & TONIC DIET GREETING CARD ,12,2011-05-22 11:51:00,0.42,18125.0,United Kingdom,5.04
550470,22861,EASTER TIN CHICKS IN GARDEN,1,2011-04-18 13:49:00,3.29,Unknown,United Kingdom,3.29
556813,23171,REGENCY TEA PLATE GREEN ,2,2011-06-14 17:28:00,3.29,Unknown,United Kingdom,6.58
538313,22727,ALARM CLOCK BAKELIKE RED ,2,2010-12-10 13:50:00,3.75,15514.0,United Kingdom,7.5
572567,21284,RETROSPOT CANDLE  SMALL,12,2011-10-25 10:27:00,1.69,12398.0,Switzerland,20.28
545333,21756,BATH BUILDING BLOCK WORD,1,2011-03-01 16:22:00,11.63,Unknown,United Kingdom,11.63
C580954,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,9,2011-12-06 14:19:00,3.75,12967.0,United Kingdom,33.75
554054,15058A,BLUE POLKADOT GARDEN PARASOL,6,2011-05-20 15:29:00,10.79,Unknown,United Kingdom,64.74
546732,84692,BOX OF 24 COCKTAIL PARASOLS,2,2011-03-16 11:41:00,0.42,14606.0,United Kingdom,0.84
540770,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-01-11 10:40:00,7.95,13468.0,United Kingdom,15.9
552277,21865,PINK UNION JACK  PASSPORT COVER ,6,2011-05-08 12:34:00,2.1,13642.0,United Kingdom,12.600000000000001
575751,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-11-11 10:32:00,2.08,14911.0,EIRE,20.8
547248,85194L,HANGING SPRING FLOWER EGG LARGE,2,2011-03-22 09:23:00,1.63,Unknown,United Kingdom,3.26
571676,35648,VINTAGE BEAD PINK PURSE ,2,2011-10-18 13:29:00,0.83,16910.0,United Kingdom,1.66
552655,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-05-10 14:22:00,2.95,14587.0,United Kingdom,5.9
562264,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,2011-08-03 16:14:00,2.46,Unknown,United Kingdom,4.92
570416,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-10-10 13:30:00,2.95,15608.0,United Kingdom,23.6
567707,22037,ROBOT BIRTHDAY CARD,36,2011-09-22 09:52:00,0.42,14676.0,United Kingdom,15.12
580512,85099B,JUMBO BAG RED RETROSPOT,10,2011-12-04 13:55:00,2.08,12673.0,Germany,20.8
575698,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-11-10 16:51:00,1.45,16094.0,United Kingdom,17.4
C540393,85042,ANTIQUE LILY FAIRY LIGHTS,1,2011-01-06 18:08:00,4.95,17428.0,United Kingdom,4.95
562717,22197,POPCORN HOLDER,8,2011-08-08 15:42:00,1.63,Unknown,United Kingdom,13.04
570229,23503,PLAYING CARDS KEEP CALM & CARRY ON,1,2011-10-09 13:30:00,1.25,15756.0,United Kingdom,1.25
577768,22543,MINI JIGSAW BAKE A CAKE ,1,2011-11-21 15:18:00,0.83,Unknown,United Kingdom,0.83
556890,23209,LUNCH BAG DOILEY PATTERN ,10,2011-06-15 12:48:00,1.65,17581.0,United Kingdom,16.5
542542,22728,ALARM CLOCK BAKELIKE PINK,4,2011-01-28 14:37:00,3.75,12431.0,Australia,15.0
552813,23047,PAPER LANTERN 5 POINT STUDDED STAR,2,2011-05-11 12:44:00,5.75,15079.0,United Kingdom,11.5
577690,84991,60 TEATIME FAIRY CAKE CASES,1,2011-11-21 11:34:00,0.55,12856.0,United Kingdom,0.55
558904,84507B,STRIPES DESIGN MONKEY DOLL,1,2011-07-04 16:18:00,4.96,Unknown,United Kingdom,4.96
575739,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1,2011-11-11 09:05:00,4.13,Unknown,United Kingdom,4.13
557742,21084,SET/6 COLLAGE PAPER CUPS,24,2011-06-22 11:46:00,0.19,14911.0,EIRE,4.5600000000000005
571850,23247,BISCUIT TIN 50'S CHRISTMAS,4,2011-10-19 12:54:00,2.89,14698.0,United Kingdom,11.56
573876,21704,BAG 250g SWIRLY MARBLES,2,2011-11-01 12:48:00,0.85,16360.0,United Kingdom,1.7
580730,22135,MINI LADLE LOVE HEART PINK,1,2011-12-05 17:28:00,0.83,Unknown,United Kingdom,0.83
550348,22584,PACK OF 6 PANNETONE GIFT BOXES,6,2011-04-18 09:38:00,2.55,16947.0,United Kingdom,15.299999999999999
538877,22077,6 RIBBONS RUSTIC CHARM,16,2010-12-14 15:29:00,4.21,Unknown,United Kingdom,67.36
542006,72741,GRAND CHOCOLATECANDLE,9,2011-01-25 11:20:00,1.45,15218.0,United Kingdom,13.049999999999999
565235,23297,SET 40 HEART SHAPE PETIT FOUR CASES,16,2011-09-02 09:43:00,1.65,13418.0,United Kingdom,26.4
566912,20829,GLITTER HANGING BUTTERFLY STRING,8,2011-09-15 14:05:00,2.1,14367.0,United Kingdom,16.8
573183,22998,TRAVEL CARD WALLET KEEP CALM,10,2011-10-28 11:33:00,0.42,15028.0,United Kingdom,4.2
576841,23252,VINTAGE RED ENAMEL TRIM JUG ,1,2011-11-16 15:26:00,3.75,17368.0,United Kingdom,3.75
557891,23129,HEART SHAPED HOLLY WREATH,4,2011-06-23 14:05:00,4.15,17652.0,United Kingdom,16.6
565927,22464,HANGING METAL HEART LANTERN,12,2011-09-08 10:08:00,1.65,Unknown,EIRE,19.799999999999997
558045,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-06-24 13:35:00,1.25,12615.0,France,15.0
576910,22212,FOUR HOOK  WHITE LOVEBIRDS,12,2011-11-17 09:51:00,2.1,12477.0,Germany,25.200000000000003
563920,21671,RED SPOT CERAMIC DRAWER KNOB,12,2011-08-21 14:00:00,1.25,16407.0,United Kingdom,15.0
575176,22962,JAM JAR WITH PINK LID,1,2011-11-08 18:29:00,1.63,Unknown,United Kingdom,1.63
564825,23188,VINTAGE  2 METER FOLDING RULER,3,2011-08-30 12:26:00,3.29,Unknown,United Kingdom,9.870000000000001
565856,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,2011-09-07 14:09:00,7.95,17345.0,United Kingdom,7.95
571508,22339,CHRISTMAS TREE PAINTED ZINC ,3,2011-10-17 15:27:00,0.63,Unknown,United Kingdom,1.8900000000000001
549251,85194L,HANGING SPRING FLOWER EGG LARGE,4,2011-04-07 12:16:00,0.85,14449.0,United Kingdom,3.4
564300,23346,SPACEBOY BEAKER,4,2011-08-24 11:31:00,1.25,16723.0,United Kingdom,5.0
565434,17021,NAMASTE SWAGAT INCENSE,36,2011-09-04 13:35:00,0.3,12867.0,United Kingdom,10.799999999999999
574547,23219,LAUREL STAR ANTIQUE SILVER ,1,2011-11-04 15:08:00,1.25,17841.0,United Kingdom,1.25
538356,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2010-12-10 15:56:00,4.25,14062.0,United Kingdom,76.5
548698,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,2011-04-03 10:55:00,0.55,18109.0,United Kingdom,1.6500000000000001
568614,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-09-28 11:26:00,0.55,13515.0,United Kingdom,13.200000000000001
578118,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2011-11-23 10:08:00,2.95,12955.0,United Kingdom,35.400000000000006
578941,23263,SET OF 3 WOODEN HEART DECORATIONS,1,2011-11-27 13:26:00,1.25,16024.0,United Kingdom,1.25
565927,84843,WHITE SOAP RACK WITH 2 BOTTLES,4,2011-09-08 10:08:00,5.95,Unknown,EIRE,23.8
541995,20675,BLUE POLKADOT BOWL,8,2011-01-25 09:58:00,1.25,13158.0,United Kingdom,10.0
565234,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,2011-09-02 09:38:00,0.83,Unknown,United Kingdom,1.66
556425,23298,SPOTTY BUNTING,1,2011-06-10 12:51:00,4.95,14178.0,United Kingdom,4.95
571270,21619,4 VANILLA BOTANICAL CANDLES,3,2011-10-16 12:09:00,1.25,12940.0,United Kingdom,3.75
538524,22567,20 DOLLY PEGS RETROSPOT,2,2010-12-13 09:35:00,2.51,Unknown,United Kingdom,5.02
575491,22438,BALLOON ART MAKE YOUR OWN FLOWERS,3,2011-11-09 17:47:00,1.95,15531.0,United Kingdom,5.85
544776,21082,SET/20 FRUIT SALAD PAPER NAPKINS ,1,2011-02-23 11:39:00,1.63,Unknown,United Kingdom,1.63
551997,21215,IVORY PAPER CUP CAKE CASES ,1,2011-05-05 15:47:00,1.25,Unknown,United Kingdom,1.25
547249,20719,WOODLAND CHARLOTTE BAG,1,2011-03-22 09:27:00,1.63,Unknown,United Kingdom,1.63
562928,22710,WRAP I LOVE LONDON ,25,2011-08-10 15:29:00,0.42,15494.0,United Kingdom,10.5
555644,84974,S/2 ZINC HEART DESIGN PLANTERS,4,2011-06-06 13:24:00,9.95,16520.0,United Kingdom,39.8
571705,23008,DOLLY GIRL BABY GIFT SET,2,2011-10-18 15:22:00,16.95,12360.0,Austria,33.9
551718,84877A,PINK ROUND COMPACT MIRROR,1,2011-05-03 16:06:00,3.29,Unknown,United Kingdom,3.29
581217,23552,BICYCLE PUNCTURE REPAIR KIT ,6,2011-12-08 09:20:00,4.13,Unknown,United Kingdom,24.78
547555,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,2011-03-23 16:35:00,1.95,14075.0,United Kingdom,23.4
575742,23292,SPACEBOY CHILDRENS CUP,8,2011-11-11 09:46:00,1.25,14309.0,United Kingdom,10.0
551056,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-04-26 11:51:00,7.95,16442.0,United Kingdom,7.95
560537,22469,HEART OF WICKER SMALL,6,2011-07-19 12:19:00,1.65,17779.0,United Kingdom,9.899999999999999
543816,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,3,2011-02-13 15:26:00,1.25,17841.0,United Kingdom,3.75
538146,21239,PINK  POLKADOT CUP,8,2010-12-09 16:10:00,0.85,15596.0,United Kingdom,6.8
540551,22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1,2011-01-10 09:43:00,7.62,Unknown,United Kingdom,7.62
578844,22616,PACK OF 12 LONDON TISSUES ,4,2011-11-25 16:14:00,0.83,Unknown,United Kingdom,3.32
561887,21845,DAIRY MAID STRIPE MUG,72,2011-07-31 13:33:00,0.79,14414.0,United Kingdom,56.88
C552995,M,Manual,1350,2011-05-12 15:19:00,0.16,18133.0,United Kingdom,216.0
537685,22585,PACK OF 6 BIRDY GIFT TAGS,6,2010-12-08 10:21:00,1.25,18077.0,United Kingdom,7.5
578264,22686,FRENCH BLUE METAL DOOR SIGN No,2,2011-11-23 13:27:00,1.25,12748.0,United Kingdom,2.5
561209,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1,2011-07-25 16:57:00,0.42,Unknown,United Kingdom,0.42
540984,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,2,2011-01-12 15:44:00,4.25,14167.0,United Kingdom,8.5
564646,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2011-08-26 13:39:00,6.63,Unknown,United Kingdom,6.63
536566,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,9,2010-12-01 15:21:00,1.25,16928.0,United Kingdom,11.25
553189,21908,CHOCOLATE THIS WAY METAL SIGN,1,2011-05-15 13:14:00,2.1,15033.0,United Kingdom,2.1
571105,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,2,2011-10-13 16:01:00,2.95,17614.0,United Kingdom,5.9
571702,85150,LADIES & GENTLEMEN METAL SIGN,6,2011-10-18 15:06:00,2.55,14639.0,United Kingdom,15.299999999999999
541138,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,2011-01-14 10:42:00,3.75,12553.0,France,22.5
553199,85175,CACTI T-LIGHT CANDLES,16,2011-05-15 15:13:00,0.42,17758.0,United Kingdom,6.72
559034,23256,CHILDRENS CUTLERY SPACEBOY ,4,2011-07-05 14:56:00,4.15,13109.0,United Kingdom,16.6
553369,23092,LARGE ANTIQUE WHITE PHOTO FRAME,4,2011-05-16 14:30:00,7.9,15044.0,United Kingdom,31.6
571932,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2011-10-19 17:21:00,1.65,Unknown,United Kingdom,1.65
576617,20676,RED RETROSPOT BOWL,2,2011-11-15 16:57:00,2.46,Unknown,United Kingdom,4.92
558731,22079,RIBBON REEL HEARTS DESIGN ,10,2011-07-01 14:53:00,1.65,13285.0,United Kingdom,16.5
538630,22077,6 RIBBONS RUSTIC CHARM,12,2010-12-13 13:25:00,1.65,14565.0,United Kingdom,19.799999999999997
543255,21165,BEWARE OF THE CAT METAL SIGN ,12,2011-02-04 15:43:00,1.69,13050.0,United Kingdom,20.28
575983,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2011-11-13 13:45:00,3.25,13379.0,United Kingdom,3.25
556491,22384,LUNCH BAG PINK POLKADOT,4,2011-06-12 14:15:00,1.65,16794.0,United Kingdom,6.6
566203,23035,DRAWER KNOB CERAMIC IVORY,1,2011-09-09 14:47:00,1.45,16362.0,United Kingdom,1.45
548191,21561,DINOSAUR LUNCH BOX WITH CUTLERY,1,2011-03-29 15:20:00,4.96,Unknown,United Kingdom,4.96
541523,21528,DAIRY MAID TRADITIONAL TEAPOT ,3,2011-01-19 10:09:00,6.95,17708.0,United Kingdom,20.85
538071,22312,OFFICE MUG WARMER POLKADOT,1,2010-12-09 14:09:00,5.91,Unknown,United Kingdom,5.91
559338,22494,EMERGENCY FIRST AID TIN ,2,2011-07-07 16:30:00,2.46,Unknown,United Kingdom,4.92
580611,23103,JINGLE BELL HEART DECORATION,1,2011-12-05 11:49:00,1.65,12748.0,United Kingdom,1.65
548710,22570,FELTCRAFT CUSHION RABBIT,4,2011-04-03 13:24:00,3.75,16678.0,United Kingdom,15.0
563248,84978,HANGING HEART JAR T-LIGHT HOLDER,6,2011-08-15 11:30:00,1.25,14702.0,United Kingdom,7.5
550655,84870C,GREEN GEISHA GIRL ,2,2011-04-19 17:19:00,3.75,17217.0,United Kingdom,7.5
545333,21871,SAVE THE PLANET MUG,1,2011-03-01 16:22:00,3.29,Unknown,United Kingdom,3.29
C550177,20726,LUNCH BAG WOODLAND,2,2011-04-14 17:17:00,1.65,13534.0,United Kingdom,3.3
537400,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-06 14:36:00,2.95,17191.0,United Kingdom,17.700000000000003
561794,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-07-29 13:11:00,2.08,12921.0,United Kingdom,20.8
C576324,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2011-11-14 15:10:00,2.1,16161.0,United Kingdom,2.1
561926,23227,FILIGREE HEART BUTTERFLY WHITE ,24,2011-08-01 12:48:00,1.25,12749.0,United Kingdom,30.0
571668,23359,SET OF 12 T-LIGHTS VINTAGE DOILY,12,2011-10-18 13:10:00,1.95,16515.0,United Kingdom,23.4
575724,22112,CHOCOLATE HOT WATER BOTTLE,48,2011-11-10 18:37:00,4.25,14608.0,United Kingdom,204.0
549155,21213,PACK OF 72 SKULL CAKE CASES,2,2011-04-06 17:08:00,1.25,Unknown,United Kingdom,2.5
570180,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-10-07 14:28:00,3.75,17509.0,United Kingdom,15.0
541104,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-01-13 14:29:00,4.13,Unknown,United Kingdom,4.13
541516,21259,VICTORIAN SEWING BOX SMALL ,1,2011-01-18 17:34:00,12.46,Unknown,United Kingdom,12.46
571669,22112,CHOCOLATE HOT WATER BOTTLE,2,2011-10-18 13:11:00,4.95,17758.0,United Kingdom,9.9
540821,22090,PAPER BUNTING RETROSPOT,1,2011-01-11 13:16:00,5.91,Unknown,United Kingdom,5.91
555722,20846,ZINC HEART LATTICE T-LIGHT HOLDER,1,2011-06-06 16:06:00,2.46,Unknown,United Kingdom,2.46
540163,22132,RED LOVE HEART SHAPE CUP,24,2011-01-05 11:52:00,0.85,13089.0,United Kingdom,20.4
569137,23229,VINTAGE DONKEY TAIL GAME ,1,2011-09-30 14:45:00,7.46,Unknown,United Kingdom,7.46
549743,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2011-04-12 10:05:00,4.95,16186.0,United Kingdom,14.850000000000001
547880,21975,PACK OF 60 DINOSAUR CAKE CASES,2,2011-03-27 16:05:00,0.55,15426.0,United Kingdom,1.1
581356,22692,DOORMAT WELCOME TO OUR HOME,2,2011-12-08 12:28:00,8.25,17830.0,United Kingdom,16.5
547860,22560,TRADITIONAL MODELLING CLAY,3,2011-03-27 12:21:00,1.25,17625.0,United Kingdom,3.75
540255,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,1,2011-01-05 16:50:00,3.36,Unknown,United Kingdom,3.36
544462,22442,GROW YOUR OWN FLOWERS SET OF 3,2,2011-02-20 14:21:00,7.95,17050.0,United Kingdom,15.9
570218,22767,TRIPLE PHOTO FRAME CORNICE ,2,2011-10-09 12:20:00,9.95,16873.0,United Kingdom,19.9
550327,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-04-17 13:07:00,4.15,12878.0,United Kingdom,16.6
541370,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-01-17 14:51:00,4.95,18179.0,United Kingdom,14.850000000000001
579512,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3,2011-11-29 16:47:00,4.13,Unknown,United Kingdom,12.39
556195,23199,JUMBO BAG APPLES,10,2011-06-09 12:21:00,2.08,16745.0,United Kingdom,20.8
539735,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,2010-12-21 15:17:00,0.81,Unknown,United Kingdom,0.81
559660,23168,CLASSIC CAFE SUGAR DISPENSER,64,2011-07-11 13:19:00,1.04,16701.0,United Kingdom,66.56
540098,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-01-04 15:50:00,0.55,16241.0,United Kingdom,0.55
572964,22175,PINK OWL SOFT TOY,6,2011-10-27 10:41:00,2.95,12630.0,Finland,17.700000000000003
541434,C2,CARRIAGE,1,2011-01-18 10:22:00,50.0,14911.0,EIRE,50.0
568101,22950,36 DOILIES VINTAGE CHRISTMAS,24,2011-09-23 15:21:00,1.45,15978.0,United Kingdom,34.8
567671,21801,CHRISTMAS TREE DECORATION WITH BELL,4,2011-09-21 15:34:00,0.42,Unknown,United Kingdom,1.68
